sentiment,en_text,ace_text,acehnese_pppl
neutral,An inventory has been lifted from a wooden floor to a finished assembly and a light has been mounted to it.,Saboh inventaris ka geu-angkèë dari lantai kayèë u saboh rakitan nyang ka lheueh dan saboh cahya ka geupasang bak nyan.,48.71
neutral,"for instance, she decided to swap cautious birdwatchers for fair ducklings.","misaljih, jih jicok keputusan untuk jituka hati-hati cicém cicém keu itek nyang adil.",96.06
neutral,This is the amount to load across the road as the car is parked across from the shed.,Nyoe keuh jumlah nyang jeut ta muat di siblah jalan watee moto nyan ji parkir di siblah gudang.,79.03
neutral,the columns were known to stretch for miles and believed to extend into unknown st,kolom-kolom nyan jiteupeue meu-ulang-ulang meu-mil-mil dan jipeucaya jeuet keu st nyang hana jiteupeu .,35.77
neutral,A man is seen in a silver and blue hat with black sleeves and brown pants in frosted silver.,Sidroe ureung agam deuh lam topi pirak ngon biru ngon lengan itam ngon celana coklat lam pirak nyang ka meuceu-ceu.,53.25
neutral,a submission submitted by an engineer showing how he estimates how many grapes it will take to grow on the site at least,saboh kiriman nyang geujok le sidroe insinyur nyang geupeuleumah pakriban gobnyan geukira padum boh boh anggô nyang akan geucok keu timoh bak situs nyan setidak jih .,99.32
neutral,A man soaks some hard corn while people participate in the annual gathering along the coast.,Sidroe ureung agam ji rendam padum-padum boh jagong kreuh watee ureung ikot pertemuan thon-thon di seupanyang pantai.,98.18
neutral,I noticed that there was a sword sticking out and it had a blade sticking straight out at the same time.,Lon kalon na peudeueng nyang meuleukat dan na bilah nyang meuleukat lurus bak watee nyang saban.,20.0
neutral,A young boy on a street by the way is waiting for a device designed to help him with his disputes.,Sidroe aneuk muda di saboh jalan deungon cara teungoh geupreh alat nyang dirancang untuk geubantu gobnyan deungon perselisihan gobnyan.,21.79
neutral,The rocks are different by the way and the person is sharing a brush of them.,Batee-batee nyan beda-beda deungon cara dan ureung nyan teungoh geubagi sikat.,27.72
neutral,This is a promotion where you may swap your last name and reverse the order of daily rotations.,Nyoe nakeuh promosi dipat droeneuh mungken neutuka nan akhe droeneuh dan neubalek urutan rotasi siuroe-uroe.,63.58
neutral,a man with blond hair dressed in a matching suit is shown in slacks and jeans acting out the Christmas customs on the sidelines.,sidroe ureung agam nyang na rambut pirang nyang meupake lam baju nyang cocok geupeuleumah lam slacks dan jins nyang bertindak di luwa bea cukai Natal di pinggir.,64.75
neutral,the main idea that this is a tiger and how dominant they are is that this teddy bear who is this supposed to be.,ide utama bahwa nyoe nakeuh harimau dan kiban dominan awak nyan nakeuh bahwa beruang beruang nyoe nyang seharus jih.,26.7
neutral,balancing on a cliff edge we began our journey to the immense.,menyeimbangkan bak tebing tebing kamoe mulai perjalanan kamoe u dalam yang sangat rayeuk.,27.66
neutral,"The man has a tie on the furniture, probably to tie out some jewelry, and is probably getting ready for the living room.","Ureueng nyan na dasi bak perabotan, mungken untuk meuikat padum-padum boh perhiasan, dan mungken teungoh siap-siap keu ruang tamu.",31.92
neutral,"An athlete on stage, a coach on the sidelines, and a little girl in green playing kind of roll dancing.","Saboh atlet di ateuh panggong, sidroe pelatih di pinggir, dan sidroe aneuk dara ubit lam warna ijo meu'en macam tarian.",48.22
neutral,a bear has again returned from a circle after his father resurfaced for the first time after having been isolated again.,saboh beruang ka geugisa lom dari lingkaran lheuh ayah gobnyan geu-ulang-ulang keuphon lheuh geuisolasi lom.,52.45
neutral,biological species dives around a hut in the northern part of the cave at a low level of steam.,spesies biologis ji plueng di sekitar guha di bagian utara guha bak tingkat uap nyang rendah.,47.34
neutral,people start leaving in an anonymous way to figure out where their next round of golf will take them after the pool opened.,ureung-ureung mulai geujak deungon cara anonim untuk geuteupeu dipat putaran golf awaknyan ukeu akan geucok awaknyan lheuh kolam renang nyan teubuka.,64.31
neutral,some vineyards will require permit or auctioneer for the submission of some type of grapes in order to make the wine.,padum-padum boh ladang anggô akan peureulèë izin atawa lelang keu peusampoë padum-padum boh jeunèh boh anggô keu geupeugot anggô.,21.13
neutral,In the forest there is a ratio of fruits to vegetables in the vegetable peels that are mixed together in a vacuum cleaner.,Lam uteuen na rasio boh-boh ngon sayuran lam kulit sayuran nyang geu campur lam alat peugleh vakum.,34.6
neutral,A girl and a boy are shaking a sail as they arrange their stuff.,Sidroe aneuk dara ngon sidroe aneuk agam teungoh geuguncang layar watee awak nyan geu atoe barang awak nyan.,40.39
neutral,guest must hurry to the fast-moving goods and must negotiate a quick price from the merchant at the opening ceremony,tamue wajeb bagah-bagah keu barang-barang nyang bagah-bagah dan wajeb geurundingkan harga bagah dari ureueng meukat bak acara pembukaan .,26.42
neutral,An empty tupperware bottle glows up as the knight stamps an island.,Saboh botol tupperware kosong meucahya bak ksatria stempel saboh pulo.,77.48
neutral,The green man talks about something in his garden or the forest.,Ureueng ijo nyan geupeugah haba keuhai sapeue-sapeue nyang na lam taman atawa uteuen.,85.21
neutral,There are distinct textures in the stone and glass in the shape of a circle and each piece has its own unique color and pattern.,Na tekstur nyang meubeda lam batee ngon kaca nyang meubentuk bulat ngon tiep-tiep boh na warna ngon pola nyang unik keudroe.,29.99
neutral,We are waiting on your permission.,Kamoe teungoh meupreh-preh.,65.08
neutral,aymara people normally purchase ducks in the market on the other side of the border for other uses but today i 'd like to ask you if you would like to buy my ducks from you.,ureung aymara biasa jih geubloe itek di pasai di sisi laen perbatasan untuk kegunaan laen tapi uroe nyoe lon 'd galak neu tanyong bak droeneuh peu droeneuh galak neubloe itek lon dari droeneuh.,27.34
neutral,The female inventor lifts a heavy book as he exits the assembly line to complete an inventory.,Inventor inong nyan geu angkat buku brat watee gobnyan geu teubit dari gareh perakitan untuk geupeuleuh inventaris.,98.31
neutral,The mother is giving the children a bath while her father rubs the mushroom-filled mushrooms together.,Mak nyan teungoh jibi keu aneuk-aneuk miet watee ayah jih ji gosok kulat nyang peunoh ngon kulat nyan.,72.22
neutral,"There are a couple of red buses in the city, with two blue ones and the yellow one indicates that the amount goes by each and every minute.","Na padum-padum boh bus mirah di kota nyan, ngon dua boh warna biru dan nyang kuneng nyan menunjukkan bahwa jumlah nyan berjalan dari tiep-tiep menit.",20.46
neutral,a young knight glowing up alone on an island.,sidroe ksatria muda meucahya sidroe di saboh pulo.,48.06
neutral,The retail employees are gathered and standing with their feet pointed forward to start an unplanned retail visit.,Peugawe ritel nyan geukumpoi dan geudong ngon gaki geutunyok keu ukeu keu geumulai kunjungan ritel nyang hana geurencana.,92.55
neutral,"the women in the boat sat quietly, with their faces modestly turned away, before diving into the sea in a kayak and a dive of their own for a success.","inong-inong lam kapai nyan jiduek seungap-seungap, ngon muka-muka awaknyan deungon sederhana jiputa-puta, sigohlom ji plueng u laot lam kayak dan ji plueng keudroe keu sukses.",30.76
neutral,a can of football and some footballs are still in the fridge from october,saboh kaleng bola dan padum-padum boh bola mantong lam kulkas dari oktober .,49.28
neutral,"Woman with a dentist in her office and her daughter embracing her at an angle, she is narrowing her waist and hunching over to avoid the crowd","Inong deungon dokter gigi di kanto dan putroe jih merangkum jih bak sudut, jih menyempitkan pinggang dan memukul untuk menghindari kerumunan .",65.4
neutral,A tv show has been showing a list of all the siblings that have been counted and displayed in a bag with a star and a name labeled fascinating.,Saboh acara tv ka geupeuleumah daftar mandum syedara nyang ka geuhitong dan geupeuleumah lam saboh tas ngon bintang dan nan nyang geubri label nyang meupeugot.,83.63
neutral,A gray train is parked in a garage for all people to use except for employees.,Kereta abu-abu geuparkir lam garasi keu mandum ureung pakek kecuali keu karyawan.,66.04
neutral,you want to keep your finances secure what do you want some leaf.,kamoe ingin menjaga keuangan kamoe mengamankan peu yang kamoe inginkan padum-padum boh ôn.,12.74
neutral,"hey lady. you're heading to your destination. what's the weather like? you asked me, dear.","hey lady. kamoe jak u tujuan. peue cuaca? kamoe tanyong bak lon, sayang.",88.34
neutral,how was your night what a distinct twilight on stones and indifferent direction,pakriban malam gata peue senja nyang beda bak batee-batee dan arah nyang hana peduli .,93.9
neutral,"a man in a tuxedo brings the jewels and ties to the living room, probably because he is probably planning.","sidroe ureung agam lam tuxedo jiba perhiasan dan ikatan u ruang tamu, mungken kareuna jih mungken teungoh merencanakan.",88.79
neutral,are you a pilot for the company or what do you do for a living.,nakeuh droeneuh pilot keu perusahaan atawa peu nyang droeneuh peugot keu udep.,57.81
neutral,The old man is taking care of his sister as he is receiving mediums to earn his privileges.,Ureueng tuha nyan teungoh geujaga adek gobnyan watee gobnyan teungoh geuterimong media untuk meurumpok hak istimewa gobnyan.,23.1
neutral,We have called ourselves a dhivehi because this is what we know about God or ourselves that produces food.,Tanyoe ka tatawök droe teuh sidroe dhivehi sabab nyoe kheueh nyang tanyoe teupeue keu Po teu Allah atawa droe teuh nyang jipeuhase peunajoh.,89.1
neutral,"The customer peers over the bridge, looking at the piece of jello that is sitting on the floor.","Pelanggan-pelanggan nyan ji kalon di ateuh blang, ji ​​kalon boh jello nyang teungoh jiduek ateuh lantai.",20.79
neutral,"The sack of coals next to him, indicating the rising pressure on him, permitted some energy to rise","Karong arang nyang na di bineh jih, nyan tanda teukanan nyang meutamah ateuh jih, meumungkenkan padum-padum boh tenaga untuk meutamah .",46.67
neutral,a mom with her kids in gear to keep them from irritating a policy on daily play,sidroe mak ngon aneuk-aneuk jih lam gear untuk menjaga awaknyan dari iritasi kebijakan bak permainan sehari-hari .,84.73
neutral,I'm here just looking around at various kinds of different whales and bars.,Lon disinoe mantong lon kalon-kalon mantong bak macam-macam paus dan bar nyang beda-beda.,21.51
neutral,"A man in his bedroom is asleep, and a woman is responding to his calls while swimming in the pool for their anniversary.","Sidroe ureung agam lam kama jih teungoh teungeut, dan sidroe ureung inong teungoh geujaweub panggilan jih watee berenang lam kolam renang untuk ulang thon.",30.77
neutral,a tall black woman posing next to a display of pending order on a grid of tall buildings nowadays,sidroe inong itam nyang manyang nyang meu-ulang-ulang bak binèh saboh pameran peusan nyang teungoh teu-ulang-ulang bak kisi-kisi bangunan nyang manyang bak masa jinoe .,34.33
neutral,drone footage with a swathe of icy fog and whispering clouds capturing the composition of the grey clouds,rekaman drone ngon swathe kabui es dan awan bisik-bisik nyang jicok komposisi awan abu-abu,45.87
neutral,"The man grasps a dictionary and pulls it up to reverse, then slowly glides down the river.","Ureueng nyan jimat kamus dan ji tarek u ateuh keu jibalik, lheuh nyan lam-lam ji meucahya u krueng.",91.98
neutral,the lawn has different coloured borders due to where you are from and to prevent the lawn being isolated.,rumput na bataih nyang meuwarna nyang beda kareuna teumpat droeneuh dari dan untuk neucegah rumput nyang teungoh diisolasi.,72.23
neutral,He gave her her oath of neutrality and obliquity to remember that he was a warrior and a designer.,Gobnyan geubri sumpah netralitas dan kemiringan keu geuingat bahwa gobnyan sidroe pahlawan dan sidroe desainer.,8.47
neutral,i always keep iron in my bedroom whenever i do some prey or ironing.,lon sabe lon jaga beusoe lam kama lon pajan mantong lon peugot padum-padum boh mangsa atawa setrika.,74.04
neutral,"A woman takes a bath, starts recording her thoughts in her brain as she paints in her mind what she is aware of.","Sidroe ureung inong geucok mandi, mulai geu rekam pemikiran jih lam utak jih watee gobnyan geucet lam pikeran gobnyan peu nyang gobnyan sadar.",53.98
neutral,i'm trying to determine if a banana or something else could be used in place of supper for only cheap so i can figure out what to buy,lon cuba neuteupeu peu pisang atawa yang laen jeut dipakek bak teumpat makan malam untuk hanya murah supaya lon jeut lon teupeu peu yang harus lon bloe,38.16
neutral,I am just showing you a toast with salt and pepper to show you the insects we are discussing.,Lon cuma lon peudeuh bak droeneuh saboh roti panggang ngon sira dan lada untuk lon peuleumah serangga nyang kamoe bahas.,75.43
neutral,military chief reads a commercial and looks on as his sons stay and survive.,keupala militer geubaca saboh komersial dan geukaloen watee aneuk-aneuk gobnyan tinggai dan meutheun.,58.49
neutral,this home is located in a neighborhood the garden and garden shed with a number of wheat seedlings for sale and a wheat stove for a few customers,rumoh nyoe na di saboh lingkungan taman dan taman meutumboh ngon padum-padum boh aneuk boh gandum keu dipubloe dan tungku gandom keu padum-padum droe pelanggan .,43.05
neutral,"A lady with green luggage is preparing to show me her luggage, toilet, and maybe some clothes.","Sidroe inong ngon barang-barang ijo teungoh geupeusiap droe keu geupeuleumah keu lon barang-barang gobnyan, toilet, dan mungken padum-padum boh bajee.",30.64
neutral,The double ended cylinder which is seen in silver and black has been seen function several times.,Silinder nyang meuakhé ganda nyang deuh lam pirak ngon itam ka deuh fungsi padum-padum go.,91.73
neutral,resting quietly in the stones with a cup of tea or savoury tincture as it thaws.,istirahat seungap-seungap lam batee-batee nyan ngon saboh cangkie teh atawa tincture gurih watee ka cair.,46.06
neutral,this is a small scale model of the loading dock as this car loads items across it.,nyoe nakeuh model skala ubit dari dermaga pemuatan kareuna moto nyoe memuat barang-barang di seluroh jih.,56.33
neutral,A turtle is a rare species with shells like these and shells parallel to the southeastern hemisphere that use parallel lines of calcium carbonate as their main food.,Kura-kura adalah spesies yang langka ngen kerang lagee nyoe ngen cangkang sejajar ngen belahan bumoe tenggara yang pakek gareh paralel kalsium karbonat sebagai makanan utama awaknyan.,18.92
neutral,He is requested to teach half of the class seated extension and to set up equipment that can extend the reach of arms and legs.,Gobnyan geulakee untuk geupeurunoe sikhan dari ekstensi nyang teungoh duek glah dan untuk geupeugot alat-alat nyang jeut geupeuluwah jangkauan lengan ngon gaki.,99.09
neutral,A snail is a very small reptile in large numbers that feeds on smaller snails and eats them fairly for food.,Siput nakeuh reptil nyang that ubeut lam jumlah nyang rayeuk nyang geubri makan keu siput nyang leubeh ubeut dan geupajoh nyang cukop keu makanan.,21.47
neutral,an agent attempts to circle the pleasure and try to explain her traits afterwards,sidroe agen geucoba geulingka kesenangan dan geucoba geupeugah sifeut-sifeut gobnyan lheuh nyan,24.44
neutral,chemistry on the stables for the first time ever to balance the seasons and the shopping mall,kimia bak istan keu phon that nyang pernah harus menyeimbangkan musim-musim dan pusat perbelanjaan .,73.02
neutral,The toddler was taught to spot the jugulars of water regularly and punctually on the slopes.,Aneuk manyak nyan geupeurunoe untuk geukaloen jugular ie secara teratur dan beutoi-beutoi di lereng-lereng.,36.29
neutral,Achenese dish is the first dishes in this series and it is called the first ever dish with curly noodles.,Hidangan Aches nakeuh hidangan phon lam seri nyoe dan nyan geukheun hidangan phon nyang tom na ngon mie kriting.,73.71
neutral,Spanish fishers rush towards a nearby dam with the rush of rushing currents to reach an island on the river.,nelayan Spanyol bergegas menuju bendungan nyang toe ngon rush arus terburu-buru untuk troh bak saboh pulo di krueng.,77.36
neutral,"The train is heading in the direction of the district, and going to control the train at all times.","Kereta nyan teungoh jijak u arah kabupaten, dan jijak ngontrol kereta tiep-tiep watee.",97.46
neutral,"a ruler wearing a robe of silk and a pair of brown shoes, obviously, wore the traditional.","sidroe penguasa nyang geungui jubah sutra dan sipasang sipatu coklat, jeulaih, geungui ureueng tradisional.",94.23
neutral,The brother and sister are trimming the cliff while their siblings bounce and stretch.,Adoe ngon adek nyan teungoh ji peu ek tebing watee syedara-syedara awak nyan meulantu dan meurentang.,65.49
neutral,"A student under an announcement below the desk is listening in on the noise, if it matters.","Sidroe aneuk murid di miyup pengumuman di miyup meja teungoh geudeungoe riyoh, meunyoe peunteng.",64.05
neutral,the hints were placed in the center of the wall indicating where they were to be fought tomorrow.,petunjuk-petunjuk nyan dipeuduek di pusat binteh nyang menunjukkan dipat awak nyan akan dipeujuang singoh.,48.41
neutral,wolf and buddy seek refuge in the meadow at sunrise as natives around hours ago heard strange noises,Serigala dan sobat geumita teumpat meulindong bak padang pasir watee mata uroe terbit watee ureung asli sekitar jeum-jeum nyang ka ulikot geudeungoe su-su nyang aneh .,74.93
neutral,The man in red and black asks the girl in blue who was dancing in a sack to dance with him.,Ureung agam nyang na warna mirah dan itam nyan geutanyong bak aneuk dara nyan deungon warna biru nyang teungoh meunari lam karong untuk meunari ngon jih.,68.76
neutral,A local student wearing a blue T-shirt and shorts is talking to a student by the side of the school outside.,Sidroe aneuk murid lokal nyang pakek kaos biru dan pendek jih teungoh geupeugah haba ngon sidroe aneuk murid di bineh sikula di luwa.,48.72
neutral,The strawberries that you need to steep are the ones that are not too steep and that depends on their weight so if you want thicker strawberries that are steeped use that method instead.,stroberi nyang peureulee droeneuh curam nakeuh nyang hana that curam dan nyang meugantung bak brat jih jadi meunyo droeneuh neuk stroberi nyang leubeh tebal nyang curam penggunaan metode nyan seubagoe gantoe.,50.06
neutral,He stopped fighting after long and went into his room with some information to help him understand more.,Gobnyan geutheun meuprang lheuh panyang dan geujak u dalam kama gobnyan deungon padum-padum boh informasi untuk geubantu gobnyan leubeh meuphom.,43.07
neutral,The company has a policy where the gear for the kids is kept on during the day but the kids are regularly and prominently asked to do so.,Perusahaan nyan na kebijakan dipat alat-alat keu aneuk-aneuk miet nyan disimpan bak uroe tapi aneuk-aneuk miet nyan sabe dan menonjol diyue peugot lagee nyan.,38.16
neutral,This group of boys has the same voice and features the same appearance and features.,Keulompok aneuk agam nyoe na su nyang saban dan na rupa dan fitur nyang saban.,95.47
neutral,The average weight for a person eating out is about dough that is medium in quality and average in price.,Rata-rata brat keu sidroe ureung nyang makan di luwa nakeuh teuntang adonan nyang teungoh kualitas dan rata-rata harga.,71.04
neutral,An outgoing woman in this region says goodbye to a man she met while chatting with him.,Sidroe ureung inong nyang teungoh jiteubiet di wilayah nyoe jipeugah haba ngon sidroe ureung agam nyang jiteumee watee ji chat ngon jih.,96.94
neutral,"a man and woman have been chatting quietly for several years while they sat on the lounger, which relates to their personal vocabulary.","sidroe ureung agam ngon inong ka padum-padum thon ka meu-ulang-ulang seulama padum-padum thon watee awak nyan geuduek ateuh lounger, nyang na hubungan ngon kosakata pribadi awak nyan.",46.21
neutral,and chopper can rely on his head on a small bundle of garlic in rural area to help him score some home runs.,dan chopper jeut mengandalkan ulee jih di ateuh bundel bawang puteh di daerah pedesaan untuk membantu jih mencetak padum-padum boh home run.,63.32
neutral,"If recent events are any indication, she may have a lot of the same attributes as we have, if not more.","Meunyo keujadian-keujadian baroe-baroe nyoe na indikasi, mungken gobnyan na le atribut nyang saban ngon nyang na bak geutanyoe, meunyo hana leubeh.",30.06
neutral,already have sisters in law and brothers as we are well known as obscure and active.,ka na syedara-syedara inong dan syedara-syedara lagee kamoe meuturi ngon nan nyang hana jeulaih dan aktif.,66.58
neutral,A gray and white train on track parked in an abandoned parking lot.,Saboh kereta abu-abu ngon puteh bak trek nyang jiparkir bak teumpat parkir nyang ka jitinggai.,94.37
neutral,We will play a miracle on the flesh and get you what do you want in this day and age,Kamoe akan meu’en mukjizat bak asoe dan meurumpok droeneuh peu nyang droeneuh galak lam uroe nyoe dan umu .,41.54
neutral,"She pulled out a pair of shoes from her trunk and placed them in a drawer, so as not to startle anyone, earning the quarters she had earned so far.","Jih ji tarek sipasang sipatu dari bagasi jih dan ji peuduk lam laci, supaya bek ji peuget-peuget soe mantong, ji ​​teume kuarter nyang ka ji teume seulama nyoe.",63.63
neutral,A private jet lands in the desert to be launched into a third engine with no fuel.,Saboh jet pribadi mendarat di padang pasir untuk diluncurkan ke dalam mesen keu lhee hana bahan bakar.,33.76
neutral,Expect a rock climbing expedition with heavy caverns and many of the same traits as a yacht as far as boating goes.,Harapkan ekspedisi pendakian batee deungon guha-guha nyang brat dan le sifeut-sifeut nyang saban ngon kapai layar seujioh kapai.,28.09
neutral,The parallel lines in the fabric are there to trace the precise trajectory and exact parallels of the revolution for you.,Garis-garis paralel lam kaye na disinan untuk jijak lintasan nyang tepat dan paralel nyang teupat dari revolusi keu droeneuh.,81.04
neutral,The man in the grey jacket has a secret.,Ureueng nyang na lam jaket abu-abu nyan na rahasia.,97.57
neutral,arbitrary layer was created by an interpreter for two days and a full moon with moon phases.,Lapisan sewenang-wenang dipeugot le penerjemah seulama dua uroe dan buleun purnama deungon fase buleun.,39.22
neutral,"her interview with her manager detailing details of the move, she has been replaced with a mask and removed her glasses.","wawancara jih deungon manajer jih nyang menjelaskan detail langkah nyan, jih ka geugantoe deungon masker dan geupeugadeh kacamata jih.",96.14
neutral,There are many ways to handle ice and hence many different methods of handling it for the most part.,Na le cara untuk ta tangani es dan kareuna nyan le metode nyang beda untuk ta tangani sebagian rayeuk.,50.41
neutral,scientists were led through a lake of ponds... emphasis is on this quote from natural science.,para ilmuwan geupimpin lewat danau kulam... penekanan bak kutipan nyoe dari ilme alam.,82.18
neutral,The hubby spoke quietly about the quilt he was trying to complete.,Hubby nyan geupeugah haba seungap-seungap teuntang quilt nyang geu usahakan untuk geupeuleungkap.,45.94
neutral,"Although the stakes are low in this case, the resolution was passed upon this announcement.","Bah pih taruhan-tambah nyang rendah lam kasus nyoe, resolusi nyan ka geupeusah ateuh pengumuman nyoe.",92.5
neutral,The man is taught to keep his appearance by applying a self healing string around his neck.,Ureueng nyan geupeurunoe untuk geujaga penampilan gobnyan deungon geuterapkan taloe droe nyang peupuléh bak takue gobnyan.,92.22
neutral,"A large, rounded, brown and white lark licks a broad swath of broad and firm.","Saboh lark nyang rayeuk, bulat, coklat ngon puteh jilikub nyang luah nyang luah ngon teuga.",86.76
neutral,a map showing the location of the battlefront hints at where tomorrow is fought.,saboh peta nyang geupeuleumah lokasi petunjuk di teumpat singoh bak teumpat singoh jimeuprang.,80.0
neutral,each parrot is being divided by a rope to help them each learn how to be used the new weeds.,tiep-tiep beo teungoh dibagi deungon taloe untuk membantu awak nyan maseng-maseng meurunoe cara dipakek gulma baro.,77.49
neutral,"One of the women baked a cake, and then she purchased a loaf of it and allowed it to bake.","Salah sidroe ureung inong geupanggang kue, lheuh nyan geubloe saboh ruti dan geubi izin keu geupanggang.",96.45
neutral,A man is collecting scraps of his coat after he goes to the scrapbooking place on Monday.,Sidroe ureung agam teungoh geukumpoi tak-kaih mantel gobnyan lheuh gobnyan geujak u teumpat beukah bak uroe Seuneudok.,91.39
neutral,The man suddenly enters the scene and surges into the novel while eating.,Ureueng nyan tiba-tiba jitamong lam teumpat keujadian dan meulonjak lam novel nyan watee jipajoh.,86.32
neutral,armed police cruiser equipped with mobile guidance system with the compass and red shell to give the direction of travel while the police are on scene,pesiar polisi bersenjata nyang dilengkapi ngon sistem bimbingan mobile deungon kompas dan cangkang mirah untuk geubri arah perjalanan seudangkan polisi na di teumpat keujadian .,98.04
neutral,resting on the stones as the body rests against a black cloud.,istirahat ateuh batee-batee bak tuboh istirahat bak awan itam.,37.01
neutral,The user is using the app and a ghosting application to fill in the gaps around the app.,Pengguna nyan teungoh ji pakek app dan aplikasi ghosting untuk ji peunoh celah-celah di sekitar app.,59.98
neutral,"The stone used to tell us the direction of travel and how our night was, but now we would like to know exactly what salary he will be working there.","Batee nyan awai geupeugah arah perjalanan dan kiban malam kamoe, tapi jinoe kamoe keuneuk teupeu beutoi-beutoi gaji peu nyang akan gobnyan keureuja disinan.",74.85
neutral,This woman is trying to finish chores and harvest so far with the red envelope in her hand so far.,Inong nyoe teungoh ji usahakan untuk seuleusoe buet-buet dan panen seulama nyoe ngon amplop mirah bak jaroe jih seulama nyoe.,81.88
neutral,"he is currently archiving his old letters, referenced in the letter from nope, that were sent to him after his departure.","jinoe gobnyan teungoh geu-arsip surat-surat tuha gobnyan, nyang geucok lam surat nyan dari hana, nyang geukirém keu gobnyan lheuh geujak.",20.42
neutral,a man bursts into the novel he was reading last night and ate on the floor of the restaurant along with someone.,sidroe ureung agam nyang meu-ulang-ulang lam novel nyang teungoh geubaca beuklam dan geupajoh ateuh lantai restoran meusajan ngon sidroe-droe ureueng.,80.92
neutral,An instructor is set up in half his previous outfit and instructs them on how to set up their extension.,Sidroe instruktur geu peugot lam sitengeh pakaian seugolom jih dan geu instruksikan awak nyan kiban cara geu peugot ekstensi awak nyan.,61.58
neutral,A man is interviewed in a black and white movie flat showing a series of detail on a crow mascot mask.,Sidroe ureung agam diwawancarai lam flat pilem itam dan puteh menunjukkan serangkaian detail bak masker maskot gagak.,76.24
neutral,a city chief reads his latest commercial as he looks at the other traders.,sidroe keupala kota geubaca komersial baroe gobnyan watee gobnyan geukaloen ureueng meukat laen.,45.49
neutral,this is what we are doing tonight to estimate energy for the evening with a lunch that is estimated at.,nyoe keuh nyang kamoe peugot malam nyoe untuk memperkirakan tenaga untuk malam deungon makan siang nyang diperkirakan.,61.41
neutral,The seal with the motto and the guidelines is established in the shell with the aid of some guidance from the police.,Segel ngon motto ngon pedoman nyan geupeudong lam cangkang ngon bantuan padum-padum boh bimbingan dari polisi.,73.4
neutral,i just finished cleaning up my chores and chores for the day since i have been busy preparing for harvest so far.,lon baroe lon peugleh tugaih-tugaih dan tugaih-tugaih lon untuk uroe sejak lon ka sibuk siap-siap untuk panen seulama nyoe.,12.33
neutral,"A couple in a white robe and jeans are taking part in nirvana, consisting of a brief but comprehensive mass.","Saboh pasangan lam jubah puteh dan jeans teungoh ikot nirvana, terdiri dari massa singkat tapi komprehensif.",47.63
neutral,The elderly couple has been doing chores so far this week and are getting ready for harvest tomorrow.,Pasangan tuha nyan ka geupeugot tugaih-tugaih seulama nyoe minggu nyoe dan teungoh siap-siap keu panen singoh.,65.96
neutral,He remains unscorched as he throws an offensive submission and throws a few mice in the submission that remain for a winning position.,Jih teutap hana terjebak watee jih ji lempar ajukan ofensif dan ji lempar padum-padum boh tikoh lam kiriman nyang teutap keu posisi meunang.,38.48
neutral,The folks wanted to give this necklace reference to their rhythm and compliance.,Ureueng-ureueng keuneuk bri referensi rante nyoe keu ritme dan kepatuhan awaknyan.,87.09
neutral,"She's writing something, and I said something as I was natural.","Gobnyan teungoh geutuleh sapeue-sapeue, dan lon peugah sapeue-sapeue sabab lon alami.",19.95
neutral,There is a closeup image of a pentagon drawing on the sleeve of an old display companion.,Na gamba closeup dari gamba pentagon bak lengan pendamping tampilan tuha.,92.01
neutral,He then went to his ear and rinsed his ears with the water so he didn't hear any more noise.,Gobnyan lheueh nyan geujak u geulinyueng gobnyan dan geu-ujoe geulinyueng gobnyan ngon ie mangat hana geudeungoe le riyoh.,25.64
neutral,"The two boys, looking to their father, noticed they had different intentions.","Dua droe aneuk agam nyan, geukaloen keu ayah awak nyan, geukalon awak nyan na niet nyang beda-beda.",50.29
neutral,in january we get to have the rod extensions mentioned in the media for transport yourself and yourself,lam januari kamoe jeut na ekstensi batang nyang disebutkan lam media untuk meu-angkôt droe dan droe keudroe .,95.92
neutral,There is parallel plot to these episodes when a man is talking with a woman who has the same interests as them.,Na plot paralel keu episode-episode nyoe watee sidroe ureung agam teungoh geupeugah haba ngon sidroe ureung inong nyang na kepentingan nyang saban ngon awak nyan.,58.39
neutral,The woman's last name was reversed to reverse its direction and she wipe the car from the back to the front as her promotion changed her last name.,Nan akhe ureung inong nyan geubalik keu geubalik arah dan gobnyan geusampôh moto nyan dari likot u keue watee promosi gobnyan geu ubah nan akhe gobnyan.,40.29
neutral,A plate of fruit containing oranges and some kind of fruit is being inspected while the disabled can recognize the fruits from the bowl.,Saboh piring boh nyang na jeuram dan na macam-macam boh nyang teungoh diperiksa watee cacat jeut geuakui boh-boh dari mangkok.,38.02
neutral,A man is at an estate agency with some land and a man looks to assess it and discount it.,Sidroe ureung agam na bak saboh lembaga perkebunan nyang na padum-padum boh tanoh dan sidroe ureung agam geumita untuk geunilai dan geu diskon.,15.07
neutral,A girl is single and looking to have a comprehensive and brief snack.,Sidroe aneuk dara nyan jomblo dan mita na makanan ringan nyang komprehensif dan singkat.,92.43
neutral,"Two women, one in an outfit and one in a skirt are sat with a broom on a wooden floor while doing some laundry.","Dua droe inong, sidroe lam pakaian dan saboh lam rok geuduek ngon sapu di ateuh lantai kayee watee geupeugot padum-padum boh cucian.",71.54
neutral,The mice that remain are thrown into the ring to win the submission with the man throwing the submission.,Tikoh nyang mantong ji rhom lam ring untuk meunang kiriman ngon ureung agam nyang ji lempar kiriman.,95.37
